,today,code,text,afb,is_arrived,from_where_a,a_time,is_departured,where_d,d_time,Unnamed: 0
3866,2021-09-06,CR9,,TLL,1.0,FRA,2021-09-07 21:56:16,0.0,0,0,
3867,2021-09-06,223,,TLL,1.0,FRA,2021-09-07 21:56:16,0.0,0,0,
3868,2021-09-06,JS31,BAe Jetstream 31,TLL,0.0,0,0,1.0,VIE,2021-09-07 14:12:00,
3869,2021-09-06,CRJ9,Mitsubishi CRJ-900LR,TLL,0.0,0,0,1.0,VIE,2021-09-07 13:12:00,
3870,2021-09-06,BCS3,Airbus A220-300,TLL,0.0,0,0,1.0,VIE,2021-09-07 12:57:00,
3871,2021-09-06,BCS3,Airbus A220-300,TLL,0.0,0,0,1.0,VNO,2021-09-06 18:50:00,
3872,2021-09-06,B734,Boeing 737-4M0(BDSF),TLL,0.0,0,0,1.0,BER,2021-09-06 18:00:00,
3873,2021-09-06,B752,Boeing 757-223(PCF),TLL,0.0,0,0,1.0,GDN,2021-09-06 17:55:00,
3874,2021-09-06,BCS3,Airbus A220-300,TLL,0.0,0,0,1.0,RIX,2021-09-06 17:50:00,
3875,2021-09-06,A20N,Airbus A320-271N,TLL,0.0,0,0,1.0,FCO,2021-09-06 17:05:00,
3876,2021-09-06,PC24,Pilatus PC24,TLL,0.0,0,0,1.0,RIX,2021-09-06 16:00:00,
3877,2021-09-06,AT4,,TLL,0.0,0,0,1.0,URE,2021-09-06 15:30:00,
3878,2021-09-06,B738,Boeing 737-8JP,TLL,0.0,0,0,1.0,OSL,2021-09-06 14:45:00,
3879,2021-09-06,BCS3,Airbus A220-300,TLL,0.0,0,0,1.0,BRU,2021-09-06 14:40:00,
3880,2021-09-06,A320,Airbus A320-214,TLL,0.0,0,0,1.0,FRA,2021-09-06 14:35:00,
3881,2021-09-06,LJ60,Learjet 60XR,TLL,0.0,0,0,1.0,BZG,2021-09-06 14:25:00,
3882,2021-09-06,AT75,ATR 72-500,TLL,0.0,0,0,1.0,HEL,2021-09-06 14:25:00,
3883,2021-09-06,CRJ9,Mitsubishi CRJ-900LR,TLL,0.0,0,0,1.0,CWL,2021-09-06 14:00:00,
3884,2021-09-06,J32,,TLL,0.0,0,0,1.0,KDL,2021-09-06 14:00:00,
3885,2021-09-06,CRJ9,Mitsubishi CRJ-900LR,TLL,0.0,0,0,1.0,ARN,2021-09-06 13:30:00,
3886,2021-09-06,BCS3,Airbus A220-300,TLL,0.0,0,0,1.0,CDG,2021-09-06 12:55:00,
3887,2021-09-06,320,,TLL,0.0,0,0,1.0,VIE,2021-09-06 12:15:00,
3888,2021-09-06,C500,Cessna 500 Citation I,TLL,0.0,0,0,1.0,RIX,2021-09-06 12:00:00,
3889,2021-09-06,A320,Airbus A320-214,TLL,0.0,0,0,1.0,RHO,2021-09-06 12:00:00,
3890,2021-09-06,320,,TLL,0.0,0,0,1.0,RHO,2021-09-06 12:18:00,
3891,2021-09-06,AT75,ATR 72-500,TLL,0.0,0,0,1.0,HEL,2021-09-06 11:45:00,
3892,2021-09-06,A320,Airbus A320-232,TLL,0.0,0,0,1.0,TIV,2021-09-06 11:25:00,
3893,2021-09-06,CRJ9,Mitsubishi CRJ-900ER,TLL,0.0,0,0,1.0,WAW,2021-09-06 10:00:00,
3894,2021-09-06,B38M,Boeing 737 MAX 8,TLL,0.0,0,0,1.0,IST,2021-09-06 09:35:00,
3895,2021-09-06,73H,,TLL,0.0,0,0,1.0,ARN,2021-09-06 08:50:00,
3896,2021-09-06,B738,Boeing 737-8AS,TLL,0.0,0,0,1.0,STN,2021-09-06 08:50:00,
3897,2021-09-06,AT75,ATR 72-500,TLL,0.0,0,0,1.0,HEL,2021-09-08 03:00:00,
3898,2021-09-06,AT75,ATR 72-500,TLL,0.0,0,0,1.0,BOJ,2021-09-08 03:12:00,
3899,2021-09-06,J32,,TLL,0.0,0,0,1.0,KDL,2021-09-08 04:27:00,
3900,2021-09-06,AT4,,TLL,0.0,0,0,1.0,URE,2021-09-08 04:50:00,
3901,2021-09-06,223,,TLL,0.0,0,0,1.0,HEL,2021-09-08 05:27:00,
3902,2021-09-06,AT75,ATR 72-500,TLL,0.0,0,0,1.0,HEL,2021-09-08 05:25:00,
3903,2021-09-06,73H,,TLL,0.0,0,0,1.0,STN,2021-09-08 08:25:00,
3904,2021-09-06,CR9,,TLL,0.0,0,0,1.0,OSL,2021-09-08 10:10:00,
3905,2021-09-06,320,,TLL,0.0,0,0,1.0,HER,2021-09-08 11:57:00,
3906,2021-09-06,73H,,TLL,0.0,0,0,1.0,DUB,2021-09-08 11:50:00,
3907,2021-09-06,J32,,TLL,0.0,0,0,1.0,KDL,2021-09-08 14:12:00,
3908,2021-09-06,AT4,,TLL,0.0,0,0,1.0,URE,2021-09-08 15:40:00,
3909,2021-09-06,223,,TLL,0.0,0,0,1.0,HEL,2021-09-08 18:00:00,
3910,2021-09-06,737,,TLL,0.0,0,0,1.0,OSL,2021-09-08 19:50:00,
3911,2021-09-06,JS31,BAe Jetstream 31,KDL,1.0,TLL,2021-09-07 14:29:12,0.0,0,0,
3912,2021-09-06,JS31,BAe Jetstream 31,KDL,1.0,TLL,2021-09-07 05:00:48,0.0,0,0,
3913,2021-09-06,J32,,KDL,1.0,TLL,2021-09-06 14:30:00,0.0,0,0,
3914,2021-09-06,J32,,KDL,1.0,TLL,2021-09-06 14:30:00,0.0,0,0,
3915,2021-09-06,J32,,KDL,1.0,TLL,2021-09-06 14:30:00,0.0,0,0,
3916,2021-09-06,J32,,KDL,0.0,0,0,1.0,TLL,2021-09-06 14:45:00,
3917,2021-09-06,J32,,KDL,0.0,0,0,1.0,TLL,2021-09-08 05:05:00,
3918,2021-09-06,J32,,KDL,0.0,0,0,1.0,TLL,2021-09-08 14:50:00,
3919,2021-09-06,B738,Boeing 737-8AS,RIX,1.0,0,0,0.0,TLL,2021-09-08 14:50:00,
3920,2021-09-06,A320,Airbus A320-214,RIX,1.0,0,0,0.0,TLL,2021-09-08 14:50:00,
3921,2021-09-06,B739,Boeing 737-9F2(ER),RIX,1.0,AYT,2021-09-06 23:56:00,0.0,0,0,
3922,2021-09-06,A320,Airbus A320-232,RIX,1.0,DSA,2021-09-06 22:35:00,0.0,0,0,
3923,2021-09-06,A320,Airbus A320-232,RIX,1.0,HEL,2021-09-06 21:36:00,0.0,0,0,
3924,2021-09-06,A319,Airbus A319-114,RIX,1.0,FRA,2021-09-06 20:55:00,0.0,0,0,
3925,2021-09-06,B738,Boeing 737-8AS,RIX,1.0,STN,2021-09-06 19:25:00,0.0,0,0,
3926,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,CDG,2021-09-06 19:15:00,0.0,0,0,
3927,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,MUC,2021-09-06 19:15:00,0.0,0,0,
3928,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,LGW,2021-09-06 19:05:00,0.0,0,0,
3929,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,BER,2021-09-06 19:05:00,0.0,0,0,
3930,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,FRA,2021-09-06 18:55:00,0.0,0,0,
3931,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,CPH,2021-09-06 18:55:00,0.0,0,0,
3932,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,AMS,2021-09-06 18:50:00,0.0,0,0,
3933,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,KEF,2021-09-06 18:50:00,0.0,0,0,
3934,2021-09-06,B738,Boeing 737-8JP,RIX,1.0,ARN,2021-09-06 18:40:00,0.0,0,0,
3935,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,VIE,2021-09-06 18:40:00,0.0,0,0,
3936,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,VNO,2021-09-06 18:40:00,0.0,0,0,
3937,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,TLL,2021-09-06 18:40:00,0.0,0,0,
3938,2021-09-06,B738,Boeing 737-8AS,RIX,1.0,DUB,2021-09-06 18:35:00,0.0,0,0,
3939,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,DUS,2021-09-06 18:30:00,0.0,0,0,
3940,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,ARN,2021-09-06 18:30:00,0.0,0,0,
3941,2021-09-06,B738,Boeing 737-8AS,RIX,1.0,CGN,2021-09-06 18:00:00,0.0,0,0,
3942,2021-09-06,F900,Dassault Falcon 900LX,RIX,1.0,IEV,2021-09-06 17:56:00,0.0,0,0,
3943,2021-09-06,PC24,Pilatus PC24,RIX,1.0,TLL,2021-09-06 16:42:00,0.0,0,0,
3944,2021-09-06,PC24,Pilatus PC24,RIX,1.0,TLL,2021-09-06 16:42:00,0.0,0,0,
3945,2021-09-06,DH8D,De Havilland Canada Dash 8-400,RIX,1.0,WAW,2021-09-06 14:35:00,0.0,0,0,
3946,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,ZRH,2021-09-06 14:35:00,0.0,0,0,
3947,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,PRG,2021-09-06 14:30:00,0.0,0,0,
3948,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,KBP,2021-09-06 14:20:00,0.0,0,0,
3949,2021-09-06,AT75,ATR 72-500,RIX,1.0,HEL,2021-09-06 14:20:00,0.0,0,0,
3950,2021-09-06,320,,RIX,1.0,ALC,2021-09-06 14:15:00,0.0,0,0,
3951,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,HAM,2021-09-06 14:00:00,0.0,0,0,
3952,2021-09-06,C500,Cessna 500 Citation I,RIX,1.0,TLL,2021-09-06 12:54:00,0.0,0,0,
3953,2021-09-06,A320,Airbus A320-232,RIX,1.0,LTN,2021-09-06 12:05:00,0.0,0,0,
3954,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,NAP,2021-09-06 11:20:00,0.0,0,0,
3955,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,MXP,2021-09-06 11:20:00,0.0,0,0,
3956,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,LGW,2021-09-06 11:05:00,0.0,0,0,
3957,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,SPU,2021-09-06 11:00:00,0.0,0,0,
3958,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,PSA,2021-09-06 10:55:00,0.0,0,0,
3959,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,CDG,2021-09-06 10:50:00,0.0,0,0,
3960,2021-09-06,AT75,ATR 72-500,RIX,1.0,HEL,2021-09-06 10:50:00,0.0,0,0,
3961,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,AMS,2021-09-06 10:35:00,0.0,0,0,
3962,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,RJK,2021-09-06 10:35:00,0.0,0,0,
3963,2021-09-06,B738,Boeing 737-8JP,RIX,1.0,OSL,2021-09-06 10:30:00,0.0,0,0,
3964,2021-09-06,A320,Airbus A320-232,RIX,1.0,VIE,2021-09-06 10:20:00,0.0,0,0,
3965,2021-09-06,BCS3,Airbus A220-300,RIX,1.0,BRU,2021-09-06 10:05:00,0.0,0,0,
3966,2021-09-06,320,,RIX,1.0,BRU,2021-09-06 10:05:00,0.0,0,0,
3967,2021-09-06,320,,RIX,1.0,BRU,2021-09-06 10:05:00,0.0,0,0,
3968,2021-09-06,AT75,ATR 72-500,RIX,1.0,BRU,2021-09-06 10:05:00,0.0,0,0,
3969,2021-09-06,223,,RIX,1.0,BRU,2021-09-06 10:05:00,0.0,0,0,
3970,2021-09-06,73H,,RIX,1.0,BRU,2021-09-06 10:05:00,0.0,0,0,
3971,2021-09-06,223,,RIX,1.0,BRU,2021-09-06 10:05:00,0.0,0,0,
3972,2021-09-06,321,,RIX,0.0,0,0,1.0,CGN,2021-09-07 20:35:00,
3973,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,TLL,2021-09-07 20:30:00,
3974,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,CGN,2021-09-07 20:08:00,
3975,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,OLB,2021-09-07 13:24:00,
3976,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,OLB,2021-09-07 13:23:00,
3977,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,KEF,2021-09-07 09:38:00,
3978,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,BUD,2021-09-07 04:42:00,
3979,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,BUD,2021-09-07 04:27:00,
3980,2021-09-06,A320,Airbus A320-232,RIX,0.0,0,0,1.0,AER,2021-09-06 21:20:00,
3981,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,ODS,2021-09-06 20:35:00,
3982,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,HEL,2021-09-06 20:20:00,
3983,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,TLL,2021-09-06 20:15:00,
3984,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,KBP,2021-09-06 20:15:00,
3985,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,VNO,2021-09-06 20:10:00,
3986,2021-09-06,B738,Boeing 737-8AS,RIX,0.0,0,0,1.0,STN,2021-09-06 20:00:00,
3987,2021-09-06,B738,Boeing 737-8JP,RIX,0.0,0,0,1.0,ARN,2021-09-06 19:20:00,
3988,2021-09-06,B738,Boeing 737-8AS,RIX,0.0,0,0,1.0,DUB,2021-09-06 19:00:00,
3989,2021-09-06,B734,Boeing 737-4M0(BDSF),RIX,0.0,0,0,1.0,ORB,2021-09-06 18:45:00,
3990,2021-09-06,B738,Boeing 737-8AS,RIX,0.0,0,0,1.0,CGN,2021-09-06 18:30:00,
3991,2021-09-06,B738,Boeing 737-8AS,RIX,0.0,0,0,1.0,SVO,2021-09-06 18:26:00,
3992,2021-09-06,B738,Boeing 737-8AS,RIX,0.0,0,0,1.0,SVO,2021-09-06 18:11:00,
3993,2021-09-06,AT75,ATR 72-500,RIX,0.0,0,0,1.0,KUN,2021-09-06 17:20:00,
3994,2021-09-06,A320,Airbus A320-232,RIX,0.0,0,0,1.0,DSA,2021-09-06 16:40:00,
3995,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,VNO,2021-09-06 16:00:00,
3996,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,TLL,2021-09-06 16:00:00,
3997,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,ARN,2021-09-06 15:30:00,
3998,2021-09-06,DH8D,De Havilland Canada Dash 8-400,RIX,0.0,0,0,1.0,WAW,2021-09-06 15:20:00,
3999,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,CPH,2021-09-06 15:20:00,
4000,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,BER,2021-09-06 15:15:00,
4001,2021-09-06,AT75,ATR 72-500,RIX,0.0,0,0,1.0,HEL,2021-09-06 14:50:00,
4002,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,MUC,2021-09-06 14:20:00,
4003,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,VIE,2021-09-06 13:55:00,
4004,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,FRA,2021-09-06 13:35:00,
4005,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,AMS,2021-09-06 13:30:00,
4006,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,DUS,2021-09-06 13:25:00,
4007,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,CDG,2021-09-06 12:55:00,
4008,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,LGW,2021-09-06 12:50:00,
4009,2021-09-06,A20N,Airbus A320-251N,RIX,0.0,0,0,1.0,TAS,2021-09-06 12:00:00,
4010,2021-09-06,AT75,ATR 72-500,RIX,0.0,0,0,1.0,HEL,2021-09-06 11:20:00,
4011,2021-09-06,B738,Boeing 737-8JP,RIX,0.0,0,0,1.0,OSL,2021-09-06 11:10:00,
4012,2021-09-06,A320,Airbus A320-232,RIX,0.0,0,0,1.0,VIE,2021-09-06 10:45:00,
4013,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,KEF,2021-09-06 10:30:00,
4014,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,PRG,2021-09-06 10:15:00,
4015,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,KBP,2021-09-06 09:50:00,
4016,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,HAM,2021-09-06 09:50:00,
4017,2021-09-06,B738,Boeing 737-8AS,RIX,0.0,0,0,1.0,EDI,2021-09-06 09:40:00,
4018,2021-09-06,B738,Boeing 737-8F2,RIX,0.0,0,0,1.0,IST,2021-09-06 09:15:00,
4019,2021-09-06,223,,RIX,0.0,0,0,1.0,SKG,2021-09-07 20:35:00,
4020,2021-09-06,320,,RIX,0.0,0,0,1.0,TRF,2021-09-08 03:25:00,
4021,2021-09-06,223,,RIX,0.0,0,0,1.0,BER,2021-09-08 04:35:00,
4022,2021-09-06,223,,RIX,0.0,0,0,1.0,TLL,2021-09-08 04:45:00,
4023,2021-09-06,BCS3,Airbus A220-300,RIX,0.0,0,0,1.0,AMS,2021-09-08 04:45:00,
4024,2021-09-06,223,,RIX,0.0,0,0,1.0,OSL,2021-09-08 04:55:00,
4025,2021-09-06,223,,RIX,0.0,0,0,1.0,LED,2021-09-08 05:00:00,
4026,2021-09-06,223,,RIX,0.0,0,0,1.0,MXP,2021-09-08 05:05:00,
4027,2021-09-06,223,,RIX,0.0,0,0,1.0,AYT,2021-09-08 06:14:00,
4028,2021-09-06,320,,RIX,0.0,0,0,1.0,HER,2021-09-08 08:24:00,
4029,2021-09-06,320,,RIX,0.0,0,0,1.0,HER,2021-09-08 08:24:00,
4030,2021-09-06,73H,,RIX,0.0,0,0,1.0,STN,2021-09-08 08:55:00,
4031,2021-09-06,321,,RIX,0.0,0,0,1.0,RIX,2021-09-08 09:14:00,
4032,2021-09-06,73H,,RIX,0.0,0,0,1.0,BER,2021-09-08 10:30:00,
4033,2021-09-06,737,,RIX,0.0,0,0,1.0,OSL,2021-09-08 11:10:00,
4034,2021-09-06,73H,,RIX,0.0,0,0,1.0,VIE,2021-09-08 12:40:00,
4035,2021-09-06,223,,RIX,0.0,0,0,1.0,VXO,2021-09-08 13:14:00,
4036,2021-09-06,73H,,RIX,0.0,0,0,1.0,STN,2021-09-08 13:25:00,
4037,2021-09-06,ATF,,RIX,0.0,0,0,1.0,BRE,2021-09-08 17:49:00,
4038,2021-09-06,73H,,RIX,0.0,0,0,1.0,DUB,2021-09-08 19:25:00,
4039,2021-09-06,73H,,RIX,0.0,0,0,1.0,STN,2021-09-08 20:35:00,
4040,2021-09-06,B738,Boeing 737-8AS,VNO,1.0,LTN,2021-09-07 20:34:03,0.0,0,0,
4041,2021-09-06,E75S,Embraer E175LR,VNO,1.0,WAW,2021-09-06 20:55:00,0.0,0,0,
4042,2021-09-06,BCS3,Airbus A220-300,VNO,1.0,RIX,2021-09-06 20:55:00,0.0,0,0,
4043,2021-09-06,BCS3,Airbus A220-300,VNO,1.0,MUC,2021-09-06 20:45:00,0.0,0,0,
4044,2021-09-06,E190,Embraer E190STD,VNO,1.0,LCY,2021-09-06 20:40:00,0.0,0,0,
4045,2021-09-06,CRJ9,Mitsubishi CRJ-900LR,VNO,1.0,CPH,2021-09-06 20:35:00,0.0,0,0,
4046,2021-09-06,B738,Boeing 737-8AS,VNO,1.0,LTN,2021-09-06 20:30:00,0.0,0,0,
4047,2021-09-06,BCS3,Airbus A220-300,VNO,1.0,TLL,2021-09-06 20:00:00,0.0,0,0,
4048,2021-09-06,A321,Airbus A321-211,VNO,1.0,CFU,2021-09-06 19:40:00,0.0,0,0,
4049,2021-09-06,A320,Airbus A320-232,VNO,1.0,LTN,2021-09-06 18:35:00,0.0,0,0,
4050,2021-09-06,B738,Boeing 737-8AS,VNO,1.0,STN,2021-09-06 18:30:00,0.0,0,0,
4051,2021-09-06,A320,Airbus A320-214,VNO,1.0,VIE,2021-09-06 18:25:00,0.0,0,0,
4052,2021-09-06,A320,Airbus A320-232,VNO,1.0,MXP,2021-09-06 18:10:00,0.0,0,0,
4053,2021-09-06,B38M,Boeing 737 MAX 8-200,VNO,1.0,BGY,2021-09-06 18:10:00,0.0,0,0,
4054,2021-09-06,A320,Airbus A320-232,VNO,1.0,TIV,2021-09-06 17:50:00,0.0,0,0,
4055,2021-09-06,A320,Airbus A320-232,VNO,1.0,DSA,2021-09-06 16:50:00,0.0,0,0,
4056,2021-09-06,B738,Boeing 737-8AS,VNO,1.0,LPL,2021-09-06 16:50:00,0.0,0,0,
4057,2021-09-06,BCS3,Airbus A220-300,VNO,1.0,RIX,2021-09-06 16:50:00,0.0,0,0,
4058,2021-09-06,B738,Boeing 737-8AS,VNO,1.0,LBA,2021-09-06 16:05:00,0.0,0,0,
4059,2021-09-06,CRJ9,Mitsubishi CRJ-900LR,VNO,1.0,ARN,2021-09-06 15:25:00,0.0,0,0,
4060,2021-09-06,BCS3,Airbus A220-300,VNO,1.0,BER,2021-09-06 15:10:00,0.0,0,0,
4061,2021-09-06,AT75,ATR 72-500,VNO,1.0,HEL,2021-09-06 15:00:00,0.0,0,0,
4062,2021-09-06,A319,Airbus A319-111,VNO,1.0,BRU,2021-09-06 14:35:00,0.0,0,0,
4063,2021-09-06,E190,Embraer E190STD,VNO,1.0,WAW,2021-09-06 13:45:00,0.0,0,0,
4064,2021-09-06,DA40,Diamond DA40NG,VNO,1.0,VNO,2021-09-06 12:47:00,0.0,0,0,
4065,2021-09-06,CRJ9,Mitsubishi CRJ-900LR,VNO,1.0,CPH,2021-09-06 12:10:00,0.0,0,0,
4066,2021-09-06,A320,Airbus A320-232,VNO,1.0,EIN,2021-09-06 11:55:00,0.0,0,0,
4067,2021-09-06,A320,Airbus A320-232,VNO,1.0,LCA,2021-09-06 11:25:00,0.0,0,0,
4068,2021-09-06,BCS3,Airbus A220-300,VNO,1.0,AMS,2021-09-06 10:40:00,0.0,0,0,
4069,2021-09-06,A320,Airbus A320-232,VNO,1.0,TRF,2021-09-06 10:10:00,0.0,0,0,
4070,2021-09-06,A321,Airbus A321-231,VNO,1.0,FRA,2021-09-06 10:10:00,0.0,0,0,
4071,2021-09-06,B738,Boeing 737-86N,VNO,1.0,KVA,2021-09-06 09:55:00,0.0,0,0,
4072,2021-09-06,B738,Boeing 737-8AS,VNO,1.0,DUB,2021-09-06 09:05:00,0.0,0,0,
4073,2021-09-06,B738,Boeing 737-8EH,VNO,1.0,KBP,2021-09-06 08:55:00,0.0,0,0,
4074,2021-09-06,B738,Boeing 737-8AS,VNO,1.0,HHN,2021-09-07 20:56:32,0.0,0,0,
4075,2021-09-06,A320,Airbus A320-214,VNO,1.0,FRA,2021-09-07 20:56:32,0.0,0,0,
4076,2021-09-06,BCS3,Airbus A220-300,VNO,1.0,RIX,2021-09-07 20:56:32,0.0,0,0,
4077,2021-09-06,320,,VNO,1.0,RIX,2021-09-07 20:56:32,0.0,0,0,
4078,2021-09-06,73H,,VNO,1.0,RIX,2021-09-07 20:56:32,0.0,0,0,
4079,2021-09-06,73H,,VNO,1.0,RIX,2021-09-07 20:56:32,0.0,0,0,
4080,2021-09-06,AT75,ATR 72-500,VNO,1.0,RIX,2021-09-07 20:56:32,0.0,0,0,
4081,2021-09-06,320,,VNO,1.0,RIX,2021-09-07 20:56:32,0.0,0,0,
4082,2021-09-06,CR9,,VNO,1.0,RIX,2021-09-07 20:56:32,0.0,0,0,
4083,2021-09-06,E90,,VNO,1.0,RIX,2021-09-07 20:56:32,0.0,0,0,
4084,2021-09-06,B738,Boeing 737-8AS,VNO,0.0,0,0,1.0,FRA,2021-09-07 18:10:00,
4085,2021-09-06,B738,Boeing 737-8AS,VNO,0.0,0,0,1.0,FRA,2021-09-07 17:55:00,
4086,2021-09-06,B738,Boeing 737-8AS,VNO,0.0,0,0,1.0,CIA,2021-09-07 20:15:00,
4087,2021-09-06,B738,Boeing 737-8Q8,VNO,0.0,0,0,1.0,WAW,2021-09-07 14:10:00,
4088,2021-09-06,A320,Airbus A320-232,VNO,0.0,0,0,1.0,WAW,2021-09-07 13:10:00,
4089,2021-09-06,CRJ9,Mitsubishi CRJ-900LR,VNO,0.0,0,0,1.0,KTW,2021-09-07 12:10:00,
4090,2021-09-06,B752,Boeing 757-28A(PCF),VNO,0.0,0,0,1.0,LEJ,2021-09-06 19:15:00,
4091,2021-09-06,A320,Airbus A320-214,VNO,0.0,0,0,1.0,VIE,2021-09-06 18:50:00,
4092,2021-09-06,B38M,Boeing 737 MAX 8-200,VNO,0.0,0,0,1.0,BGY,2021-09-06 18:35:00,
4093,2021-09-06,BCS3,Airbus A220-300,VNO,0.0,0,0,1.0,RIX,2021-09-06 17:50:00,
4094,2021-09-06,B738,Boeing 737-8AS,VNO,0.0,0,0,1.0,LPL,2021-09-06 17:15:00,
4095,2021-09-06,BCS3,Airbus A220-300,VNO,0.0,0,0,1.0,TLL,2021-09-06 16:40:00,
4096,2021-09-06,B738,Boeing 737-8AS,VNO,0.0,0,0,1.0,LBA,2021-09-06 16:30:00,
4097,2021-09-06,CRJ9,Mitsubishi CRJ-900LR,VNO,0.0,0,0,1.0,ARN,2021-09-06 16:00:00,
4098,2021-09-06,BCS3,Airbus A220-300,VNO,0.0,0,0,1.0,MUC,2021-09-06 16:00:00,
4099,2021-09-06,AT75,ATR 72-500,VNO,0.0,0,0,1.0,HEL,2021-09-06 15:35:00,
4100,2021-09-06,A319,Airbus A319-111,VNO,0.0,0,0,1.0,BRU,2021-09-06 15:20:00,
4101,2021-09-06,B738,Boeing 737-8AS,VNO,0.0,0,0,1.0,LTN,2021-09-06 14:35:00,
4102,2021-09-06,E190,Embraer E190STD,VNO,0.0,0,0,1.0,LCY,2021-09-06 14:25:00,
4103,2021-09-06,CRJ9,Mitsubishi CRJ-900LR,VNO,0.0,0,0,1.0,CPH,2021-09-06 12:45:00,
4104,2021-09-06,B738,Boeing 737-8AS,VNO,0.0,0,0,1.0,STN,2021-09-06 12:45:00,
4105,2021-09-06,A320,Airbus A320-232,VNO,0.0,0,0,1.0,MXP,2021-09-06 12:30:00,
4106,2021-09-06,A320,Airbus A320-232,VNO,0.0,0,0,1.0,LTN,2021-09-06 12:25:00,
4107,2021-09-06,A319,Airbus A319-112,VNO,0.0,0,0,1.0,BUS,2021-09-06 12:15:00,
4108,2021-09-06,DA40,Diamond DA40NG,VNO,0.0,0,0,1.0,VNO,2021-09-06 11:45:00,
4109,2021-09-06,A321,Airbus A321-211,VNO,0.0,0,0,1.0,EFL,2021-09-06 11:30:00,
4110,2021-09-06,BCS3,Airbus A220-300,VNO,0.0,0,0,1.0,BER,2021-09-06 11:25:00,
4111,2021-09-06,B738,Boeing 737-8EH,VNO,0.0,0,0,1.0,KBP,2021-09-06 11:15:00,
4112,2021-09-06,A321,Airbus A321-231,VNO,0.0,0,0,1.0,FRA,2021-09-06 11:05:00,
4113,2021-09-06,B738,Boeing 737-86N,VNO,0.0,0,0,1.0,KVA,2021-09-06 10:55:00,
4114,2021-09-06,A320,Airbus A320-232,VNO,0.0,0,0,1.0,DSA,2021-09-06 10:40:00,
4115,2021-09-06,E190,Embraer E190STD,VNO,0.0,0,0,1.0,WAW,2021-09-06 10:35:00,
